First Name,Last Name,Hash ID,Counselor Name,High School,School CEEB Code,Rank,NPC,Predicted_Probabilty
Landon,Gilmore,QAv27,Lainie Cockrum,Bald Knob High School,40095,4132,No,0.602689385
Bentley,Thomason,9YzKV,Lainie Cockrum,Bradford High School,40265,4132,No,0.602689385
Jaquorie,Wilbourn,Y7pkj,Shelby LeGardye,Brinkley High School,40290,4132,No,0.602689385
Pablo,Velasco,4zbaE,Shelby LeGardye,Brinkley High School,40290,4132,No,0.602689385
Jared,Herrera,2VaYM,Lainie Cockrum,Riverview High School,41300,4132,No,0.602689385
Benjamin,Cannon,bkdN2,Kiara  Sims,,,4140,No,0.602115691
Ryan,Noble,NkVMN,Kiara  Sims,,,4140,No,0.602115691
Emma,Wilber,x9Yyx,Lainie Cockrum,Mountain Home High School Career Academy,41740,4142,No,0.601876676
Gray,Eiler,MaR7D,Kiara  Sims,Bentonville High School,40175,4142,No,0.601876676
Bailey,Parton,QKA72,Kiara  Sims,Green Forest High School,40940,4142,No,0.601876676
Lauren,Wehmeyer,K29Pa,Lainie Cockrum,Mountain Home High School Career Academy,41740,4142,No,0.601876676
Haylie,Burghart,GqXYN,Kiara  Sims,Bentonville High School,40175,4142,No,0.601876676
Morgan,Kesner,PdPx4,Kiara  Sims,Springdale Har-Ber High School,42147,4142,No,0.601876676
Morgan,Loveless,xRdVX,Kiara  Sims,Rogers High School,42165,4142,No,0.601876676
Briana,Polanco,V73aj,Kiara  Sims,Springdale High School,42315,4142,No,0.601876676
Heather,Lindgren-Wilkin,bN4jG,Kiara  Sims,Siloam Springs High School,42280,4142,No,0.601876676
Kaitlyn,Mullen,Z7xGp,Kiara  Sims,Elkins High School,40705,4142,No,0.601876676
Charli,Foster,kkDyR,Kiara  Sims,Prairie Grove High School,42105,4142,No,0.601876676
Kendra,Walden,vb7p5,Kiara  Sims,Bentonville High School,40175,4142,No,0.601876676
Citlaly,Ibanez,Pnd7Q,Kiara  Sims,Rogers High School,42165,4142,No,0.601876676
Nathan,Bercher,YaVjy,Kiara  Sims,Maumelle High School,41861,4155,No,0.600774407
Mason,Cruse,MnGEE,Lainie Cockrum,Mountain Home High School Career Academy,41740,4156,No,0.600588381
Murtadha,Malik,AQaME,Kiara  Sims,Bryant High School,40310,4157,No,0.599904537
Madison,Roberts,7VY7x,Kiara  Sims,North Little Rock High School,41860,4158,No,0.599825501
Thomas,Anderson,qpvg3,Kiara  Sims,Bryant High School,40310,4159,No,0.598640323
Tristan,Shamlin,K23bk,Kiara  Sims,Bryant High School,40310,4159,No,0.598640323
Corwin,Martin,vbGQK,Kiara  Sims,Bryant High School,40310,4159,No,0.598640323
Nicholas,Hazeslip,kkR3p,Lainie Cockrum,Cabot High School,40320,4159,No,0.598640323
Chasmitha,Batta,bkGXE,Kiara  Sims,Bentonville High School,40175,4163,No,0.598539948
Morgan,Murphy,AgAbP,Kiara  Sims,Bentonville High School,40175,4163,No,0.598539948
Ana,Michaelis,5yDPK,Kiara  Sims,Bentonville High School,40175,4163,No,0.598539948
Abi,Minor,bNdEZ,Kiara  Sims,Fayetteville High School,40770,4163,No,0.598539948
Melody,Mathis,AQYxb,Kiara  Sims,Haas Hall Academy-Fayetteville,42762,4163,No,0.598539948
Aila,Cashatt,D5Zg2,Kiara  Sims,Springdale Har-Ber High School,42147,4163,No,0.598539948
Madeleine,Bashara,PdRaX,Kiara  Sims,Bentonville High School,40175,4163,No,0.598539948
Griffin,Haynes,ZNx3X,Kiara  Sims,Maumelle Charter High School,41528,4170,No,0.598516047
Josephine,Schroeder,V79Gn,Kiara  Sims,Pottsville High School,42090,4171,No,0.598406971
Nunun,Cnshnd,V79Dp,,Fenwick High School,143240,4172,No,0.597920239
Dddd,Ddddd,xRpjR,,Dobyns Bennett HS,431045,4172,No,0.597920239
Nevaeh,Mcfelson,gKPkj,Kiara  Sims,North Little Rock High School,41860,4174,No,0.597864151
Haylee,Smith,X5xZZ,Lainie Cockrum,Cabot High School,40320,4175,No,0.597710967
Griffin,Gulley,g7GAz,Kiara  Sims,Lakeside High School,41160,4176,No,0.597453594
Christopher,Gennings,DxkGA,Tommy Newton,Texas High School,446970,4176,No,0.597453594
Isaiah,West,gGZEV,Tommy Newton,Monticello High School,41695,4178,No,0.597305477
Riley,Oge,Pd5x4,Tommy Newton,Nashville High School,41810,4178,No,0.597305477
Ronald,Sombright Jr.,PdEbA,Tommy Newton,Pine Bluff High School,42030,4178,No,0.597305477
Xander,Dalton,a2jNv,Tommy Newton,Sheridan High School,42265,4178,No,0.597305477
Carson,House,D5qz2,Tommy Newton,Bismarck High School,40210,4178,No,0.597305477
Gilbert,Behr,Z7x3G,Tommy Newton,Caddo Hills High School,41845,4178,No,0.597305477
Porter,Alston,nAQjA,Tommy Newton,Magnolia High School,41500,4178,No,0.597305477
Jaiden,Johnson,NXkRQ,Tommy Newton,Watson Chapel High School,42040,4178,No,0.597305477
Alexander,Hunter,MnAMX,Tommy Newton,Fordyce High School,40790,4178,No,0.597305477
Autumn,Flynn,n7jpj,Lainie Cockrum,Conway High School,40490,4187,No,0.597231567
Carrington,Williamson,Y7P5b,Lainie Cockrum,Cabot High School,40320,4187,No,0.597231567
Zanliese,Robinson,VGa4b,Charles Fancyboy,Southside High School,40837,4189,No,0.597090006
Lillie,Montenegro,gG2qQ,Scarlett Barnes,Skyline HS,480501,4190,No,0.596931756
Benjamin,Carr,GqPED,Scarlett Barnes,Kings HS,481117,4190,No,0.596931756
Malachi,Larson,K2Gkz,Scarlett Barnes,Cottondale HS,100305,4192,No,0.59657383
Jaleah,Cox,GARqE,Kiara  Sims,Benton Senior High School,40170,4193,No,0.595770657
Jorgen,Kreuger,GqXQx,Kiara  Sims,Elsberry HS,260965,4194,No,0.595704734
Tyler,Rog,V7R22,Lainie Cockrum,Cabot High School,40320,4195,No,0.595661223
Brodie,Freel,V7ZX2,Kiara  Sims,Bryant High School,40310,4195,No,0.595661223
Chico,Peterson,npv5N,Kiara  Sims,Bryant High School,40310,4195,No,0.595661223
Braxton,Blaty,GqRXp,Kiara  Sims,Robinson High School,41430,4195,No,0.595661223
Alex,Davidson,AV52P,Lainie Cockrum,Cabot High School,40320,4195,No,0.595661223
Braeden,Sutterfield,AVynR,Lainie Cockrum,Vilonia High School,42530,4195,No,0.595661223
Jenna,Bray,kRZME,Tommy Newton,Dierks High School,40640,4201,No,0.595366657
Kameron,Mason,7VjPn,Lainie Cockrum,South Side School,40150,4202,No,0.595044613
Faith,Dougherty,vYngY,Kiara  Sims,Benton Senior High School,40170,4202,No,0.595044613
Emalee,Powell,5zPEV,Kiara  Sims,Benton Senior High School,40170,4202,No,0.595044613
Alexa,Sedder,PGPVg,Kiara  Sims,Walnut Valley Christian Acad,41453,4205,No,0.594689846
Shiloh,Seward,yGaRg,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Autumn,Laird,7VKA3,Kiara  Sims,Perryville HS,42000,4205,No,0.594689846
McKenzie,Taylor,2YMqK,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Courtney,Chastain,QAPQM,Kiara  Sims,Robinson High School,41430,4205,No,0.594689846
Onica,Snelson,RQZD4,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Kandyce,Reed,4Gv2n,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Autumn,Laird,ZN9RE,Kiara  Sims,Perryville HS,42000,4205,No,0.594689846
Melanie,Marteny,xzxDy,Kiara  Sims,Perryville HS,42000,4205,No,0.594689846
Kelsie,Houston,7VXQp,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Rivers,McKee,NkjRA,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Keegan,Vocque,jqx9Q,Kiara  Sims,Perryville HS,42000,4205,No,0.594689846
Madalyn,Thompson,N4pdX,Kiara  Sims,Baptist Preparatory School,41414,4205,No,0.594689846
Autumn,Danner,pGyPP,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Kiera,Conner,4z5bD,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Savannah,Moxley,Gq73z,Lainie Cockrum,Pangburn Junior Senior High School,41940,4205,No,0.594689846
Madison,Richardson,QK7gD,Kiara  Sims,Perryville HS,42000,4205,No,0.594689846
Georgia,Baker,qpEDQ,Kiara  Sims,Baptist Preparatory School,41414,4205,No,0.594689846
Connor,Hadden,9YVE7,Kiara  Sims,Parkview Arts-Sci Magnet High School,41443,4223,No,0.594600797
Daton,Pinkston,DNqzn,Kiara  Sims,Central Arkansas Christian School,41223,4224,No,0.594110191
Giovanni,Oliva,4GPPM,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Langdon,Moorman,7V2X2,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Owen,Fraley,aanbM,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Marquez,Gooden,E2Pxn,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Harrington,Hurt,QAPMM,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Derrian,Turner,n7Za2,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Joseph,Shirley,4GEp4,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Grant,Baker,ZNd5y,Kiara  Sims,Parkview Arts-Sci Magnet High School,41443,4224,No,0.594110191
Daniel,Griffin,ka72A,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Harrison,Murray,dNyqK,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Braydon,Washington,RQP4d,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Nouri,Carroll,Ma9a3,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Aaron,Gist,KKz23,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Wiley,Reid,dNRnz,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Michael,Cleveland,9Y2a7,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Michael,Gipson,ZN52A,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Tucker,Culp,jq9vQ,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Caleb,Ramsfield,DkpMy,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
John,Epperson,RQdMa,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Brody,Sample,3Y5va,Kiara  Sims,Central Arkansas Christian School,41223,4224,No,0.594110191
Dcameron,Miller,jqkVy,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Matthew,Pompa,4GdXa,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Jeremy,Tippen,pEdMx,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Blake,Anders,xzYq2,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Amarie,Rogers,Y2n4K,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Brennan,Jones,xzYdD,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Molokai,Honda,2YQQ2,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Seth,Long,KKdQV,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Lacameron,Clark,4GYxz,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Axton,Tackett,GANzb,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Solomon,Freeman,zbMdq,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Eli,Coleman,Y2xzZ,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Luke,Lensing,RQnpX,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Gavin,Brown,jqdvZ,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Kelvy,Matthews,bkPXa,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Achilleus,Pace,NkajD,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Kenneth,Young,aaNbq,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Xavier,Graves,MaZVV,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Noah,Birch,jqx43,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Karl,Sanders,aaNgd,Kiara  Sims,Parkview Arts-Sci Magnet High School,41443,4224,No,0.594110191
Marvin,Woods,GAYb3,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Cody,Loveless,n7j2M,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Hunter,Compton,y7Vbg,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
William,Burns,zbxDk,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Pedro,Najera,vyp5g,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Mason,Fecher,3zqKa,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
State,Evers,gKbqX,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Christian,Mangold,4zVVR,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Edmund,Bryant,Gqbn4,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Jonathan,Shew,kEdPE,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Carter,Brooks,a2Aqv,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Isaac,Schmidt,d4YdA,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Jimmy,Morris,AQygR,Kiara  Sims,Mills University Studies High School,42390,4224,No,0.594110191
Lovemeet,Singh,AQybk,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
McCorey,Evans,z7jg2,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Zachary,Tucker,gKGjp,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Joshua,Johnson,3zY7x,Kiara  Sims,Arkansas School for Math Sciences and the Arts,41148,4224,No,0.594110191
Manuel,Moya,N44yy,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Nazir,Lofland,j33dQ,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Moses,Galindo,AQKEQ,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Verlon,Walker,kEANg,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Arice,Lambert,2VjDk,Kiara  Sims,Robinson High School,41430,4224,No,0.594110191
Trent,Jackson,gKkjy,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Deylin,Pippins,Z7qEy,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Daniel,Jones,GqE4n,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Steven,McMahan,gK4Av,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Harvey,Shelton,7zEVK,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Jason,Larson,N4KpV,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Kyan,Bounnharat,Z7QX9,Kiara  Sims,Maumelle High School,41861,4224,No,0.594110191
Pablo,De La Cruz Rodriguez,Gqk3D,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Bryeen,Hutchings,MAdRq,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Gavin,Tiner,AQnN4,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
William,Davis,kEvKP,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Austin,Murray,Pdq7q,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Jacob,Guajardo,AQYEN,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Jaquari,Edwards,vYP9D,Kiara  Sims,Siloam Springs High School,42280,4224,No,0.594110191
Joseph,Dobry,4z9KG,Kiara  Sims,Central High School,41422,4224,No,0.594110191
Nakhigrayson,Grayson,Pd5A2,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Caleb,Withers,bN22v,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Preston,Baker,a2kqQ,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Deric,Williams,XEn44,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Kaiahn,Daniels,N4ypz,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
John,Marpa,vYD7v,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Hector,Altamirano,kEP4q,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Reuben,Onyekwelu,AQA3Y,Kiara  Sims,Catholic High School,41420,4224,No,0.594110191
Edward,Durham,RqxZY,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Tristan,Walker,kEPQ3,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Aidan,Puckett,xRKVR,Kiara  Sims,Mayflower High School,41595,4224,No,0.594110191
John,Orobona,QKj2j,Kiara  Sims,North Little Rock High School,41860,4224,No,0.594110191
Jacob,Grinder,vYQ7N,Kiara  Sims,Sylvan Hills High School,41872,4224,No,0.594110191
Natalie,Lopez,KbYvE,Tommy Newton,Memorial High School,443402,4315,No,0.593863726
Hannah,Nelson,AQXVg,Tommy Newton,Rosehill Christian School,447042,4315,No,0.593863726
Victoria,Gregg,K2XEj,Tommy Newton,Cinco Ranch High School,443509,4315,No,0.593863726
Ashley,Taibel,N4pqX,Tommy Newton,Robert M Beren Academy,443460,4315,No,0.593863726
Rachel,Felder,N4pnR,Tommy Newton,Cypress Springs High School,443317,4315,No,0.593863726
Tiana,Feathers,Pd9ZG,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Jessica,Argueta,pGyQM,Tommy Newton,George Bush High School,443531,4315,No,0.593863726
Natalie,Benner,4zAv4,Tommy Newton,Montgomery High School,444865,4315,No,0.593863726
Kathryn,Lamanilao,N4pjz,Tommy Newton,North Shore Ninth Grade Center,443503,4315,No,0.593863726
Alicia,Carpenter,npajN,Tommy Newton,New Caney High School,445060,4315,No,0.593863726
Marilyn-Gayle,Allen,9G9jM,Tommy Newton,Rosehill Christian School,447042,4315,No,0.593863726
Quynh,Do,xRj77,Tommy Newton,Seven Lakes High School,443727,4315,No,0.593863726
Genesis,Garcia,Z7G3M,Tommy Newton,Royal High School,445385,4315,No,0.593863726
Megan,Evans,AQ9yR,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Brooklynn,Macicek,7zn7b,Tommy Newton,Kingwood High School,443863,4315,No,0.593863726
Paige,Grandjean,j34Vj,Tommy Newton,St John Xxiii Preparatory High School,443742,4315,No,0.593863726
Kimberly,Rodriguez,5zadD,Tommy Newton,Katy High School,443735,4315,No,0.593863726
Jane,Lambert,7zn3x,Tommy Newton,George Bush High School,443531,4315,No,0.593863726
Chazity,Risner,Z7GgK,Tommy Newton,New Waverly High School,445100,4315,No,0.593863726
Nesli,Barrera,npEgj,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Damaris,Arizmendi,AQ9dA,Tommy Newton,North Shore Senior High School,443408,4315,No,0.593863726
Selah,Willis,4zykp,Tommy Newton,Morton Ranch High School,443739,4315,No,0.593863726
Judith,Gorrosquieta,d4jvz,Tommy Newton,Madison High School,443398,4315,No,0.593863726
Damaris,Villafana,MAV5a,Tommy Newton,North Shore Ninth Grade Center,443503,4315,No,0.593863726
Lawson,Cooper,qpPxj,Tommy Newton,New Waverly High School,445100,4315,No,0.593863726
Sara,Beltran,D52Zn,Tommy Newton,Katy High School,443735,4315,No,0.593863726
Cheyne,Fulghum,j34yK,Tommy Newton,Madison High School,443398,4315,No,0.593863726
Jimena,Estrada,bN7np,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Ellie,Spooner,gK2V3,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Jazmin,Nguyen,npE4a,Tommy Newton,Kerr High School,443372,4315,No,0.593863726
Ngoc,Nguyen,gK2A3,Tommy Newton,Alief Taylor High School,443536,4315,No,0.593863726
Yashasvini,Jain,z7vx7,Tommy Newton,The Woodlands High School,441471,4315,No,0.593863726
Kiare,Holmes,D5bGy,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Sophie,Anzueto,XEDYk,Tommy Newton,Montgomery High School,444865,4315,No,0.593863726
Chanjea,Anderson,EdGxE,Tommy Newton,North Shore Ninth Grade Center,443503,4315,No,0.593863726
Olivia,Anselme,np5a5,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Sofia,Escobar,9Gk9g,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Aisha,Khan,vYZMq,Tommy Newton,Alief Taylor High School,443536,4315,No,0.593863726
Michelle,Montano,D5bNR,Tommy Newton,Cypress Woods High School,443302,4315,No,0.593863726
Enya,Gutierrez,xRZng,Tommy Newton,North Shore Ninth Grade Center,443503,4315,No,0.593863726
Deja,Jackson,a2ga5,Tommy Newton,Cypress Woods High School,443302,4315,No,0.593863726
Leah,Tenorio,np57V,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Yanesa,Salgado,V7Dqj,Tommy Newton,Katy High School,443735,4315,No,0.593863726
Asia,Harris,AQG75,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Sarah,Herrera,d4XD7,Tommy Newton,Bellville High School,440575,4315,No,0.593863726
Omele,Swen,Z7pzP,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Alyssa,Garcia,kENpK,Tommy Newton,Kingwood High School,443863,4315,No,0.593863726
Da,Adams,K2Q4D,Tommy Newton,Royal High School,445385,4315,No,0.593863726
Camella,Calliet,PdMaZ,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Alize,Rodriguez,a2gvY,Tommy Newton,Channelview High School,441217,4315,No,0.593863726
Julie,Nguyen,V7DY4,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Seanelle,Oliver,kENV9,Tommy Newton,North Shore Ninth Grade Center,443503,4315,No,0.593863726
Jnya,Ceasar,AQGZj,Tommy Newton,Alief Taylor High School,443536,4315,No,0.593863726
Genesis,Sandoval,kEN25,Tommy Newton,North Shore Senior High School,443408,4315,No,0.593863726
Maryori,Oseguera,D5bgp,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Adela,Osorio,2VK42,Tommy Newton,Madison High School,443398,4315,No,0.593863726
Emma,Norris,2VnGK,Tommy Newton,Conroe High School,441470,4315,No,0.593863726
Leianna,Quinones,z79va,Tommy Newton,Mayde Creek High School,443426,4315,No,0.593863726
Michelle,Cano,Z7yG9,Tommy Newton,Magnolia High School,444425,4315,No,0.593863726
Fayrouz,El-Olemy,7zb9D,Tommy Newton,Channelview High School,441217,4315,No,0.593863726
Judith,Avila,d4dYV,Tommy Newton,Katy High School,443735,4315,No,0.593863726
Keivea,King,7zbxj,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Rocio,Tovar,j353z,Tommy Newton,Sealy High School,446410,4315,No,0.593863726
Riley,Mills,QK2RD,Tommy Newton,Kingwood High School,443863,4315,No,0.593863726
Emma,Opalacz,kEdAd,Tommy Newton,Cypress Woods High School,443302,4315,No,0.593863726
Meridith,Saurage,XE92Z,Tommy Newton,James E Taylor High School,443736,4315,No,0.593863726
Genesis,Banegas,K2ayj,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Maya,Bassett,2VnzV,Tommy Newton,Katy High School,443735,4315,No,0.593863726
Mario,Castillo,qpZD4,Tommy Newton,Cinco Ranch High School,443509,4315,No,0.593863726
Madison,Razon,bNQa2,Tommy Newton,Elsik High School,440078,4315,No,0.593863726
Ashley,Arteaga,qpZnx,Tommy Newton,Challenge Early College High School,443575,4315,No,0.593863726
